id,name,shortname,entrez_id,mgi
2337,"ectonucleoside triphosphate diphosphohydrolase 3","Entpd3","215446","1321386"
2338,"UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 10","Galnt10","171212","1890480"
2339,"transmembrane protein 20NM_175507.3","Tmem20","240660","2444789"
2340,"RAB39B, member RAS oncogene family","Rab39b","67790","1915040"
2341,"discs, large homolog 3 (Drosophila)","Dlg3","53310","1888986"
2342,"transient receptor potential cation channel, subfamily C, member 2","Trpc2","22064","109527"
2345,"Trpc3 transient receptor potential cation channel, subfamily C, member 3","Trpc3","22065","109526"
2346,"chemokine (C-X-C motif) receptor 1","Cxcr1","227288","2448715"
2347,"G protein-coupled receptor 84","Gpr84","80910","1934129"
2348,"sialic acid binding Ig-like lectin H","Siglech","233274","2443256"
2349,"transmembrane protein 119","Tmem119","231633","2385228"
2350,"developmental pluripotency-associated 3","Dppa3","73708","1920958"
2351,"tet methylcytosine dioxygenase 1","Tet1","52463","1098693"
2352,"tet methylcytosine dioxygenase 2","Tet2","214133","2443298"
2353,"tetraspanin 18","Tspan18","241556","1917186"
2354,"chondroitin sulfate proteoglycan 4","Cspg4","121021","2153093"
2355,"guanine nucleotide binding protein (G protein), gamma 8","Gng8","14709","109163"
2356,"Endothelin 1","Edn1","13614","95283"
2357,"Synapsin I","Syn1","20964","98460"
2358,"Centrosomal protein 76","Cep76","225659","1923401"
2359,"Glutathione S-transferase, mu 1","Gstm1","14862","95860"
2360,"Potassium voltage-gated channel, subfamily G, member 1","Kcng1","241794","3616086"
2361,"Src homology 2 domain-containing transforming protein B","Shb","230126","98294"
2362,"Thrombomodulin","Thbd","21824","98736"
2363,"VPS10 domain receptor protein SORCS 1","Sorcs1","58178","1929666"
2364,"Peptidase domain containing associated with muscle regeneration 1","Pamr1","210622","2445082"
2365,"lactate dehydrogenase A","Ldha","16828","96759"
2366,"ribosomal protein L23","Rpl23","65019","1929455"
2367,"casein kinase 2, beta polypeptide","Csnk2b","13001","88548"
2368,"basic transcription factor 3","Btf3","218490","1202875"
2369,"cystatin B","Cstb","13014","109514"
2370,"cytochrome c oxidase subunit VIIc","Cox7c","12867","103226"
2371,"adenosine deaminase, RNA-specific","Adar","56417","1889575"
2372,"glucuronidase, beta","Gusb","110006","95872"
2373,"heat shock protein 90 alpha (cytosolic), class B member 1","Hsp90ab1","15516","96247"
2374,"non-POU-domain-containing, octamer binding protein","Nono","53610","1855692"
2375,"peptidyl prolyl isomerase H","Ppih","66101","106499"
2376,"ribosomal protein, large, P0","Rplp0","11837","1927636"
2377,"transferrin receptor","Tfrc","22042","98822"
2378,"kinesin family member 1A","Kif1a","16560","108391"
2379,"phosphoglycerate kinase 1","Pgk1","18655","97555"
2380,"prostaglandin E receptor 3 (subtype EP3)","Ptger3","19218","97795"
2381,"potassium voltage-gated channel, delayed-rectifier, subfamily S, member 3","Kcns3","238076","1098804"
2382,"troponin C, cardiac/slow skeletal","Tnnc1","21924","98779"
2383,"gene trap ROSA 26, Philippe Soriano","GtROSA26Sor","14910","104735"
2384,"tet methylcytosine dioxygenase 3","Tet3","194388","2446229"
2385,"corticotropin releasing hormone binding protein","Crhbp","12919","88497"
2386,"activation-induced cytidine deaminase","Aicda","11628","1342279"
2387,"potassium channel, subfamily K, member 4","Kcnk4","16528","1298234"
2388,"deiodinase, iodothyronine type III","Dio3","107585","1306782"
2389,"ATPase, Ca++ transporting, ubiquitous","Atp2a3","53313","1194503"
2390,"discs, large (Drosophila) homolog-associated protein 3","Dlgap3","242667","3039563"
2391,"elongator acetyltransferase complex subunit 5","Elp5","54351","1859017"
2392,"protein tyrosine phosphatase, receptor type, A","Ptpra","19262","97808"
2393,"RIKEN cDNA 4930473A02 gene","4930473A02Rik","321014","2447823"
2394,"mitochondrial ribosomal protein S26","Mrps26","99045","1333830"
2395,"U box domain containing 5","Ubox5","140629","2154658"
2396,"FAST kinase domains 5","Fastkd5","380601","2139469"
2397,"DDRGK domain containing 1","Ddrgk1","77006","1924256"
2398,"glycosylphosphatidylinositol specific phospholipase D1","Gpld1","14756","106604"
2399,"MRS2 magnesium transporter","Mrs2","380836","2685748"
2400,"nucleoplasmin 3","Npm3","18150","894653"
2401,"meningioma expressed antigen 5 (hyaluronidase)","Mgea5","76055","1932139"
2402,"armadillo-like helical domain containing 3","Armh3","71617","1918867"
2403,"tRNA splicing endonuclease subunit 15","Tsen15","66637","1913887"
2404,"leucine rich repeat containing 36","Lrrc36","270091","2448585"
2405,"zinc finger, DHHC domain containing 1","Zdhhc1","70796","1918046"
2406,"hydroxysteroid 11-beta dehydrogenase 2","Hsd11b2","15484","104720"
2407,"ATPase, H+ transporting, lysosomal V0 subunit D1","Atp6v0d1","11972","1201778"
2408,"RHO family interacting cell polarization regulator 1","Ripor1","75687","1922937"
2409,"CCCTC-binding factor","Ctcf","13018","109447"
2410,"coagulation factor II (thrombin) receptor-like 1","F2rl1","14063","101910"
2411,"coagulation factor II (thrombin) receptor-like 2","F2rl2","14064","1298208"
2412,"IQ motif containing GTPase activating protein 2","Iqgap2","544963","2449975"
2413,"testis expressed gene 14","Tex14","83560","1933227"
2414,"myotubularin related protein 4","Mtmr4","170749","2180699"
2415,"heat shock transcription factor family member 5","Hsf5","327992","2685585"
2416,"ring finger protein 43","Rnf43","207742","2442609"
2417,"suppressor of Ty 4A","Supt4a","20922","107416"
2418,"chloride channel, voltage-sensitive 7","Clcn7","26373","1347048"
2419,"coiled-coil domain containing 154","Ccdc154","207209","2685163"
2420,"cDNA sequence BC003965","BC003965","214489","2670966"
2421,"unkempt family like zinc finger","Unkl","74154","1921404"
2422,"N-acetylglucosamine-1-phosphotransferase, gamma subunit","Gnptg","214505","2147006"
2423,"TSR3 20S rRNA accumulation","Tsr3","68327","1915577"
2424,"ubiquitin-conjugating enzyme E2I","Ube2i","22196","107365"
2425,"protease, serine 34","Prss34","328780","2681414"
2426,"protease, serine 28","Prss28","114661","2149951"
2427,"protease, serine 29","Prss29","114662","2149952"
2428,"tryptase alpha/beta 1","Tpsab1","100503895","96943"
2429,"transmembrane channel-like gene family 3","Tmc3","233424","2669033"
2430,"lumican","Lum","17022","109347"
2431,"coiled-coil glutamate-rich protein 1","Ccer1","66716","1913966"
2432,"SAGA complex associated factor 29","Sgf29","75565","1922815"
2433,"coronin, actin binding protein 1A","Coro1a","12721","1345961"
2434,"SLX1 structure-specific endonuclease subunit homolog B (S. cerevisiae)","Slx1b","75764","1915220"
2435,"bolA-like 2 (E. coli)","Bola2","66162","1913412"
2436,"glycerophosphodiester phosphodiesterase domain containing 3","Gdpd3","68616","1915866"
2437,"yippee-like 3 (Drosophila)","Ypel3","66090","1913340"
2438,"T-box 6","Tbx6","21389","102539"
2439,"aldolase A, fructose-bisphosphate","Aldoa","11674","87994"
2440,"family with sequence similarity 57, member B","Fam57b","68952","1916202"
2441,"RIKEN cDNA 4930451I11 gene","4930451I11Rik","78118","1925368"
2442,"INO80 complex subunit E","Ino80e","233875","2141881"
2443,"keratin 16","Krt16","16666","96690"
2444,"keratin 17","Krt17","16667","96691"
2445,"keratin 42","Krt42","68239","1915489"
2446,"gastrin","Gast","14459","104768"
2447,"prolyl 3-hydroxylase family member 4 (non-enzymatic)","P3h4","66180","1913430"
2448,"FK506 binding protein 10","Fkbp10","14230","104769"
2449,"5-nucleotidase, cytosolic IIIB","Nt5c3b","68106","1915356"
2450,"kelch-like 10","Klhl10","66720","2181067"
2451,"solute carrier organic anion transporter family, member 4a1","Slco4a1","108115","1351866"
2452,"microRNA 1966","Mir1966","100316712","3837211"
2453,"Casitas B-lineage lymphoma b","Cblb","208650","2146430"
2454,"coiled-coil domain containing 85A","Ccdc85a","216613","2445069"
2455,"interleukin 1 receptor accessory protein","Il1rap","16180","104975"
2456,"lactase","Lct","226413","104576"
2457,"minichromosome maintenance complex component 6","Mcm6","17219","1298227"
2458,"signal-induced proliferation-associated 1 like 2","Sipa1l2","244668","2676970"
2459,"solute carrier family 26, member 10","Slc26a10","216441","2143920"
2460,"solute carrier family 29 (nucleoside transporters), member 4","Slc29a4","243328","2385330"
2461,"synapsin III","Syn3","27204","1351334"
2462,"keratin 25","Krt25","70810","1918060"
2463,"keratin 26","Krt26","320864","2444913"
2464,"keratin 27","Krt27","16675","1339999"
2465,"keratin 28","Krt28","70843","1918093"
2466,"keratin 10","Krt10","16661","96685"
2467,"keratin 20","Krt20","66809","1914059"
2468,"keratin 23","Krt23","94179","2148866"
2469,"ubiquitin-conjugating enzyme E2Q family member 2","Ube2q2","109161","2388672"
2470,"RNA binding motif protein 6","Rbm6","19654","1338037"
2471,"MON1 homolog A, secretory traffciking associated","Mon1a","72825","1920075"
2472,"actin-like 11","Actl11","67722","1914972"
2473,"ubiquitin-like modifier activating enzyme 7","Uba7","74153","1349462"
2474,"TRAF-interacting protein","Traip","22036","1096377"
2475,"cadherin-related family member 4","Cdhr4","69398","1916648"
2476,"family with sequence similarity 212, member A","Fam212a","68176","1915426"
2477,"inositol hexaphosphate kinase 1","Ip6k1","27399","1351633"
2478,"G protein-coupled receptor 39","Gpr39","71111","1918361"
2479,"NCK-associated protein 5","Nckap5","210356","2686394"
2480,"short chain dehydrogenase/reductase family 16C, member 6","Sdr16c6","242286","2685269"
2481,"ssu-2 homolog (C. elegans)","Ssu2","243612","2443733"
2482,"caveolin 3","Cav3","12391","107570"
2483,"serine dehydratase-like","Sdsl","257635","2182607"
2484,"serine dehydratase","Sds","231691","98270"
2485,"phospholipase B domain containing 2","Plbd2","71772","1919022"
2486,"RIKEN cDNA 1700024G13 gene","1700024G13Rik","67085","1914335"
2487,"excision repair cross-complementing rodent repair deficiency, complementation group 6","Ercc6","319955","1100494"
2488,"RIKEN cDNA B230312C02 gene","B230312C02Rik","320485","2444130"
2489,"Mir1a-1 and Mir133a-2 host gene","Mir1a-1hg","622283","3649026"
2490,"microRNA 133a-1","Mir133a-1","387151","2676818"
2491,"microRNA 133a-2","Mir133a-2","723954","3618718"
2492,"microRNA 1a-1","Mir1a-1","387136","2676869"
2493,"RIKEN cDNA A830036E02 gene","A830036E02Rik","353123","3686876"
2494,"RIKEN cDNA 4921523L03 gene","4921523L03Rik","70913","1918163"
2495,"RIKEN cDNA A830012C17 gene","A830012C17Rik","319308","2441830"
2496,"predicted gene 5914","Gm5914","546100","3779534"
2497,"predicted gene, 16638","Gm16638","102631889","4439562"
2498,"predicted gene 2990","Gm2990","100040834","3781168"
2499,"histone aminotransferase 1","Hat1","107435","96013"
2500,"methionyl aminopeptidase type 1D (mitochondrial)","Metap1d","66559","1913809"
2501,"Sec31 homolog B (S. cerevisiae)","Sec31b","240667","2685187"
2502,"NADH dehydrogenase (ubiquinone) 1 beta subcomplex 8","Ndufb8","67264","1914514"
2503,"hypoxia-inducible factor 1, alpha subunit inhibitor","Hif1an","319594","2442345"
2504,"oocyte specific homeobox 6","Obox6","252830","2149036"
2505,"cone-rod homeobox","Crx","12951","1194883"
2506,"NOP53 ribosome biogenesis factor","Nop53","68077","2154441"
2507,"small nucleolar RNA, C/D box 23","Snord23","100217441","3819529"
2508,"EH-domain containing 2","Ehd2","259300","2154274"
2509,"BRD4 interacting chromatin remodeling complex associated protein","Bicra","243842","2154263"
2510,"ring finger protein 186","Rnf186","66825","1914075"
2511,"transmembrane and coiled-coil domains 4","Tmco4","77056","1924306"
2512,"mitochondrial inner membrane organizing system 1","Minos1","433771","1913628"
2513,"capping protein (actin filament) muscle Z-line, beta","Capzb","12345","104652"
2514,"IQ motif and Sec7 domain 1","Iqsec1","232227","1196356"
2515,"anoctamin 5","Ano5","233246","3576659"
2516,"adenosine monophosphate deaminase 2","Ampd2","109674","88016"
2517,"guanine nucleotide binding protein, alpha transducing 2","Gnat2","14686","95779"
2518,"guanine nucleotide binding protein (G protein), alpha inhibiting 3","Gnai3","14679","95773"
2519,"G protein-coupled receptor 61","Gpr61","229714","2441719"
2520,"cytochrome b-561 domain containing 1","Cyb561d1","72023","1919273"
2521,"ataxin 7-like 2","Atxn7l2","72522","1919772"
2522,"synaptophysin-like 2","Sypl2","17306","1328311"
2523,"proteasome (prosome, macropain) subunit, alpha type 5","Psma5","26442","1347009"
2524,"calmodulin regulated spectrin-associated protein family, member 3","Camsap3","69697","1916947"
2525,"XPA binding protein 2","Xab2","67439","1914689"
2526,"PET100 homolog","Pet100","100503890","100503890"
2527,"resistin","Retn","57264","1888506"
2528,"mast cell expressed membrane protein 1","Mcemp1","69189","1916439"
2529,"trafficking protein particle complex 5","Trappc5","66682","1913932"
2530,"Fc receptor, IgE, low affinity II, alpha polypeptide","Fcer2a","14128","95497"
2531,"C-type lectin domain family 4, member g","Clec4g","75863","1923113"
2532,"scavenger receptor class A, member 3","Scara3","219151","2444418"
2533,"gulonolactone (L-) oxidase","Gulo","268756","1353434"
2534,"pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 8","Plekha8","231999","2681164"
2535,"myoferlin","Myof","226101","1919192"
2536,"centrosomal protein 55","Cep55","74107","1921357"
2537,"free fatty acid receptor 4","Ffar4","107221","2147577"
2538,"phosphodiesterase 6C, cGMP specific, cone, alpha prime","Pde6c","110855","105956"
2539,"FRA10AC1 homolog (human)","Fra10ac1","70567","1917817"
2540,"mitochondrial ribosomal protein L48","Mrpl48","52443","1289321"
2541,"RAB6A, member RAS oncogene family","Rab6a","19346","894313"
2542,"family with sequence similarity 168, member A","Fam168a","319604","2442372"
2543,"predicted gene 16287","Gm16287","100038595","3650322"
2544,"uncharacterized LOC102631993","LOC102631993","102631993","None"
2545,"RIKEN cDNA 1700010K24 gene","1700010K24Rik","75440","1922690"
2546,"predicted gene 2694","Gm2694","100040294","3780864"
2547,"Foxo1 corepressor","Fcor","100503924","1915484"
2548,"RIKEN cDNA I830134H01 gene","I830134H01Rik","619304","3588250"
2549,"RIKEN cDNA D630004N19 gene","D630004N19Rik","402747","3028054"
2550,"predicted gene, 35082","Gm35082","102638545","5594241"
2551,"zinc finger and BTB domain containing 16","Zbtb16","235320","103222"
2552,"ubiquitin specific peptidase 28","Usp28","235323","2442293"
2553,"RUN domain containing 3B","Rundc3b","242819","2685286"
2554,"nuclear receptor-binding SET-domain protein 1","Nsd1","18193","1276545"
2555,"RAB24, member RAS oncogene family","Rab24","19336","105065"
2556,"PRELI domain containing 1","Prelid1","66494","1913744"
2557,"coagulation factor XII (Hageman factor)","F12","58992","1891012"
2558,"Max dimerization protein 3","Mxd3","17121","104987"
2559,"lectin, mannose-binding 2","Lman2","66890","1914140"
2560,"solute carrier family 34 (sodium phosphate), member 1","Slc34a1","20505","1345284"
2561,"profilin 3","Pfn3","75477","2178800"
2562,"ATP-binding cassette, sub-family D (ALD), member 4","Abcd4","19300","1349217"
2563,"vertebrae development associated","Vrtn","432677","3588197"
2564,"WD repeat domain 70","Wdr70","545085","1921020"
2565,"trichohyalin","Tchh","99681","2177944"
2566,"trichohyalin-like 1","Tchhl1","71325","1918575"
2567,"S100 calcium binding protein A11","S100a11","20195","1338798"
2568,"DnaJ heat shock protein family (Hsp40) member C7","Dnajc7","56354","1928373"
2569,"NFKB inhibitor interacting Ras-like protein 2","Nkiras2","71966","1919216"
2570,"zinc finger protein 385C","Zfp385c","278304","3608347"
2571,"DEXH (Asp-Glu-X-His) box polypeptide 58","Dhx58","80861","1931560"
2572,"K(lysine) acetyltransferase 2A","Kat2a","14534","1343101"
2573,"RAB5C, member RAS oncogene family","Rab5c","19345","105306"
2574,"heat shock protein, alpha-crystallin-related, B9","Hspb9","75482","1922732"
2575,"GH3 domain containing","Ghdc","80860","1931556"
2576,"lysophosphatidylcholine acyltransferase 1","Lpcat1","210992","2384812"
2577,"telomerase reverse transcriptase","Tert","21752","1202709"
2578,"solute carrier family 6 (neurotransmitter transporter), member 18","Slc6a18","22598","1336892"
2579,"solute carrier family 6 (neurotransmitter transporter), member 19","Slc6a19","74338","1921588"
2580,"zinc finger protein 263","Zfp263","74120","1921370"
2581,"nuclear speckle regulatory protein 1","Nsrp1","237859","2144305"
2582,"ribonuclease P/MRP 25 subunit","Rpp25","102614","2143151"
2583,"cytochrome c oxidase subunit Va","Cox5a","12858","88474"
2584,"mannose phosphate isomerase","Mpi","110119","97075"
2585,"family with sequence similarity 219, member B","Fam219b","78323","1925573"
2586,"secretory carrier membrane protein 2","Scamp2","24044","1346518"
2587,"unc-51-like kinase 3","Ulk3","71742","1918992"
2588,"sarcolemma associated protein","Slmap","83997","1933549"
2589,"lectin, mannose-binding 1 like","Lman1l","235416","2667537"
2590,"c-src tyrosine kinase","Csk","12988","88537"
2591,"cytochrome P450, family 1, subfamily a, polypeptide 1","Cyp1a1","13076","88588"
2592,"cytochrome P450, family 1, subfamily a, polypeptide 2","Cyp1a2","13077","88589"
2593,"lysophosphatidylcholine acyltransferase 2","Lpcat2","270084","3606214"
2594,"carboxylesterase 1A","Ces1a","244595","3648919"
2595,"carboxylesterase 1B","Ces1b","382044","3779470"
2596,"ceramide kinase-like","Cerkl","228094","3037816"
2597,"bleomycin hydrolase","Blmh","104184","1345186"
2598,"calpain, small subunit 2","Capns2","69543","1916793"
2599,"predicted gene 572","Gm572","230909","2685418"
2600,"relaxin 3","Rln3","212108","2158015"
2601,"POU domain, class 2, associating factor 1","Pou2af1","18985","105086"
2602,"predicted gene 5868","Gm5868","545758","EG545758"
2603,"Redrum, erythroid developmental long intergenic non-protein coding transcript","Redrum","77433","1924683"
2604,"predicted gene 15551","Gm15551","102639086","3783000"
2605,"popeye domain containing 3","Popdc3","78977","1930153"
2606,"zygote arrest 1","Zar1","317755","2180337"
2607,"nuclear receptor subfamily 1, group H, member 4","Nr1h4","20186","1352464"
2608,"cellular retinoic acid binding protein II","Crabp2","12904","88491"
2609,"trophoblast glycoprotein-like","Tpbgl","100503386","3646425"
2610,"RIKEN cDNA 4921529L05 gene","4921529L05Rik","320178","2443531"
2611,"histocompatibility 2, M region locus 3","H2-M3","14991","95915"
2612,"MAM domain containing 2","Mamdc2","71738","1918988"
2613,"interferon regulatory factor 4","Irf4","16364","1096873"
2614,"sarcolipin","Sln","66402","1913652"
2615,"RIKEN cDNA 4930526F13 gene","4930526F13Rik","75193","1922443"
2616,"predicted gene 699","Gm6999","328448","3647443"
2617,"serine peptidase inhibitor, Kazal type 12","Spink12","78242","1925492"
2618,"RIKEN cDNA 4930445E18 gene","4930445E18Rik","78115","1925365"
2619,"insulin receptor-related receptor","Insrr","23920","1346037"
2620,"ankyrin repeat and SOCS box-containing 17, opposite strand","Asb17os","72317","1919567"
2621,"RIKEN cDNA F630111L10 gene","F630111L10Rik","320463","2444074"
2622,"gamma-aminobutyric acid (GABA) A receptor, subunit alpha 3","Gabra3","14396","95615"
2623,"gamma-aminobutyric acid (GABA) A receptor, subunit beta 1","Gabrb1","14400","95619"
2624,"gamma-aminobutyric acid (GABA) C receptor, subunit rho 1","Gabrr1","14408","95625"
2625,"gamma-aminobutyric acid receptor associated protein","Gabarap","56486","1861742"
2626,"solute carrier family 6 (neurotransmitter transporter, GABA), member 13","Slc6a13","14412","95629"
2627,"gamma-aminobutyric acid (GABA) A receptor, subunit gamma 3","Gabrg3","14407","95624"
2628,"gamma-aminobutyric acid (GABA) A receptor-associated protein-like 2","Gabarapl2","93739","1890602"
2629,"gamma-aminobutyric acid (GABA) A receptor, pi","Gabrp","216643","2387597"
2630,"CD44 antigen","Cd44","12505","88338"
2631,"N-myc downstream regulated gene 2","Ndrg2","29811","1352498"
2632,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 4","Adamts4","240913","1339949"
2633,"suppression of tumorigenicity 18","St18","240690","2446700"
2634,"myelin oligodendrocyte glycoprotein","Mog","17441","97435"
2635,"triggering receptor expressed on myeloid cells 2","Trem2","83433","1913150"
2636,"calcium regulated heat stable protein 1","Carhsp1","52502","1196368"
2637,"ectonucleotide pyrophosphatase/phosphodiesterase 6","Enpp6","320981","2445171"
2638,"myelin regulatory factor","Myrf","225908","2684944"
2639,"neurofascin","Nfasc","269116","104753"
2640,"NK6 homeobox 2","Nkx6-2","14912","1352738"
2641,"stearoyl-Coenzyme A desaturase 2","Scd2","20250","98240"
2642,"SRY (sex determining region Y)-box 17","Sox17","20671","107543"
2643,"SRY (sex determining region Y)-box 6","Sox6","20679","98368"
2644,"UDP galactosyltransferase 8A","Ugt8a","22239","109522"
2645,"unc-51-like kinase 4","Ulk4","209012","1921622"
2646,"TEK receptor tyrosine kinase","Tek","21687","98664"
2647,"endoglin","Eng","13805","95392"
2648,"milk fat globule-EGF factor 8 protein","Mfge8","17304","102768"
2649,"caspase 3","Casp3","12367","107739"
2650,"colony stimulating factor 1 receptor","Csf1r","12978","1339758"
2651,"T cell acute lymphocytic leukemia 1","Tal1","21349","98480"
2652,"integrin alpha M","Itgam","16409","96607"
2653,"purinergic receptor P2Y, G-protein coupled 13","P2ry13","74191","1921441"
2654,"G protein-coupled receptor 34","Gpr34","23890","1346334"
2655,"hexosaminidase B","Hexb","15212","96074"
2656,"jun proto-oncogene","Jun","16476","96646"
2657,"RAB3A interacting protein (rabin3)-like 1","Rab3il1","74760","1922010"
2658,"chemokine (C-C motif) ligand 2","Ccl2","20296","98259"
2659,"Fc receptor-like S, scavenger receptor","Fcrls","80891","1933397"
2660,"short coiled-coil protein","Scoc","56367","1927654"
2661,"solute carrier family 2 (facilitated glucose transporter), member 5","Slc2a5","56485","1928369"
2662,"leucine rich repeat containing 3","Lrrc3","237387","2447899"
2663,"CTTNBP2 N-terminal like","Cttnbp2nl","80281","1933137"
2664,"ATPase, aminophospholipid transporter-like, class I, type 8A, member 2","Atp8a2","50769","1354710"
2665,"tumor necrosis factor","Tnf","21926","104798"
2666,"toll-like receptor 4","Tlr4","21898","96824"
2667,"S100 protein, beta polypeptide, neural","S100b","20203","98217"
2668,"serine/threonine kinase 17b","Stk17b","98267","98267"
2669,"family with sequence similarity 107, member B","Fam107b","66540","1913790"
2670,"Cnksr family member 3","Cnksr3","215748","2674130"
2671,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5","B3gnt5","108105","2137302"
2672,"alpha-2-macroglobulin","A2m","232345","2449119"
2673,"zinc finger and BTB domain containing 46","Zbtb46","72147","1919397"
2674,"calsequestrin 2","Casq2","12373","1309469"
2675,"cadherin 15","Cdh15","12555","106672"
2676,"tissue inhibitor of metalloproteinase 4","Timp4","110595","109125"
2677,"major urinary protein 5","Mup5","17844","104974"
2678,"alanyl (membrane) aminopeptidase","Anpep","16790","5000466"
2679,"actin, alpha 2, smooth muscle, aorta","Acta2","11475","87909"
2680,"desmin","Des","13346","94885"
2681,"E74-like factor 4 (ets domain transcription factor)","Elf4","56501","1928377"
2682,"lysosomal-associated protein transmembrane 5","Laptm5","16792","108046"
2683,"protein kinase, cGMP-dependent, type I","Prkg1","19091","108174"
2684,"Rho guanine nucleotide exchange factor (GEF) 33","Arhgef33","381112","2685787"
2685,"FAT atypical cadherin 2","Fat2","245827","2685369"
2686,"sortilin-related VPS10 domain containing receptor 3","Sorcs3","66673","1913923"
2687,"adenosine deaminase, RNA-specific, B2","Adarb2","94191","2151118"
2688,"membrane-associated ring finger (C3HC4) 11","March11","211147","3608327"
2689,"inositol polyphosphate-4-phosphatase, type II","Inpp4b","234515","2158925"
2690,"msh homeobox 2","Msx2","17702","97169"
2691,"POU domain, class 3, transcription factor 3 adjacent noncoding transcript 1","Pantr1","66297","1913547"
2692,"mitogen-activated protein kinase kinase kinase 15","Map3k15","270672","2448588"
2693,"radial spoke head 1 homolog (Chlamydomonas)","Rsph1","22092","1194909"
2694,"lymphocyte antigen 6 complex, locus C2","Ly6c2","100041546","3712069"
2695,"caldesmon 1","Cald1","109624","88250"
2696,"early B cell factor 4","Ebf4","228598","2385972"
2697,"queuine tRNA-ribosyltransferase accessory subunit 2","Qtrt2","106248","1922194"
2698,"coiled-coil domain containing 191","Ccdc191","212153","1922661"
2699,"klotho","Kl","16591","1101771"
2700,"RIKEN cDNA 2300010F08 gene","2300010F08Rik","71875","1919125"
2701,"leucine rich repeat transmembrane neuronal 4","Lrrtm4","243499","2389180"
2702,"protein tyrosine phosphatase, non-receptor type 11","Ptpn11","19247","99511"
2703,"iodotyrosine deiodinase","Iyd","70337","1917587"
2704,"selectin, platelet (p-selectin) ligand","Selplg","20345","106689"
2705,"allograft inflammatory factor 1","Aif1","11629","1343098"
2706,"Janus kinase 1","Jak1","16451","96628"
2707,"solute carrier organic anion transporter family, member 2b1","Slco2b1","101488","1351872"
2708,"interferon regulatory factor 8","Irf8","15900","96395"
2709,"CCAAT/enhancer binding protein (C/EBP), alpha","Cebpa","12606","99480"
2710,"IKAROS family zinc finger 1","Ikzf1","22778","1342540"
2711,"spalt like transcription factor 1","Sall1","58198","1889585"
2712,"NCK associated protein 1 like","Nckap1l","105855","1926063"
2713,"amyloid beta (A4) precursor protein-binding, family B, member 1 interacting protein","Apbb1ip","54519","1861354"
2714,"HYDIN2, axonemal central pair apparatus protein (pseudogene)","HYDIN2","100288805",""
2715,"SLIT-ROBO Rho GTPase activating protein 2C","SRGAP2C","653464",""
2716,"SLIT-ROBO Rho GTPase activating protein 2B","SRGAP2B","647135",""
2717,"Rho GTPase activating protein 11B","ARHGAP11B","89839",""
2718,"notch 2 N-terminal like A","NOTCH2NLA","388677",""
2724,"solute carrier family 1 member","SLC1A3","6507",""
2725,"inhibitor of DNA binding 3, HLH protein","ID3","3399",""
2726,"empty spiracles homeobox 2","EMX2","2018",""
2727,"cadherin 20","CDH20","28316",""
2728,"protocadherin 9","PCDH9","5101",""
2729,"aldehyde dehydrogenase 1 family member L1","ALDH1L1","10840",""
2730,"aquaporin 4","AQP4","361",""
2731,"ethanolamine-phosphate phospho-lyase","ETNPPL","64850",""
2732,"interferon regulatory factor 8","IRF8","3394",""
2733,"RNA binding fox-1 homolog 3","RBFOX3","146713",""
2734,"runt related transcription factor 1","RUNX1","861",""
2735,"CCAAT enhancer binding protein alpha","CEBPA","1050",""
2736,"IKAROS family zinc finger 1","IKZF1","10320",""
2737,"spalt like transcription factor 1","SALL1","6299",""
2738,"solute carrier organic anion transporter family member 2B1","SLCO2B1","11309",""
2739,"triggering receptor expressed on myeloid cells 2","TREM2","54209",""
2740,"NCK associated protein 1 like","NCKAP1L","3071",""
2741,"amyloid beta precursor protein binding family B member 1 interacting protein","APBB1IP","54518",""
2742,"oligodendrocyte transcription factor 2","OLIG2","10215",""
2743,"myelin oligodendrocyte glycoprotein","MOG","4340",""
2744,"myelin associated glycoprotein","MAG","4099",""
2745,"myelin basic protein","MBP","4155",""
2746,"ST18, C2H2C-type zinc finger","ST18","9705",""
2747,"complement factor H","CFH","3075",""
2748,"E74 like ETS transcription factor 4","ELF4","2000",""
2749,"lysosomal protein transmembrane 5","LAPTM5","7805",""
2750,"fibroblast growth factor receptor 2","FGFR2","2263",""
2751,"chondroitin sulfate proteoglycan 4","CSPG4","1464",""
2752,"platelet derived growth factor receptor alpha","PDGFRA","5156",""
2753,"doublecortin domain containing 2","DCDC2","51473",""
2754,"radial spoke head component 1","RSPH1","89765",""
2755,"inhibitor of DNA binding 1, HLH protein","ID1","3397",""
2756,"Fli-1 proto-oncogene, ETS transcription factor","FLI1","2313",""
2757,"SRY-box 18","SOX18","54345",""
2758,"SRY-box 7","SOX7","83595",""
2759,"Kruppel like factor 4","KLF4","9314",""
2760,"Kruppel like factor 2","KLF2","10365",""
2761,"Zic family member 3","ZIC3","7547",""
2762,"ATP binding cassette subfamily B member 1","ABCB1","5243",""
2763,"claudin 5","CLDN5","7122",""
2764,"wolframin ER transmembrane glycoprotein","WFS1","7466",""
2765,"cut like homeobox 2","CUX2","23316",""
2766,"cut like homeobox 1","CUX1","1523",""
